CountryName,CountryCode,Year,CO2_emissions,InternetUsers,GDP_per_capita,LiteracyRate,Physicians,HealthExpenditure,Unemployment,InfantMortality,LifeExpectancy,Population,Region,IncomeGroup,Region_Encoded,IncomeGroup_Encoded
Cambodia,KHM,2006,0.222613710991192,0.46835672,539.879152869659,,,6.11800393,1.27900004386902,49.8,63.927,13474489.0,East Asia & Pacific,Lower middle income,0,2
Cameroon,CMR,2006,0.21572321155121,2.028744791,1081.36983060812,,,4.10265315,3.67000007629395,79.0,53.494,17899562.0,Sub-Saharan Africa,Lower middle income,6,2
Canada,CAN,2006,14.808246413632371,68.479743898,30637.443815953535,,1.911,9.20660398,6.32000017166138,5.2,80.3439024390244,32570505.0,North America,High income,4,0
Caribbean small states,CSS,2006,9.14751607133885,22.2939335680043,8016.2636208685,89.7662734985352,,4.87956142299669,8.74589083591294,21.357527896158,71.3454059082784,6806838.0,,,7,3
Cayman Islands,CYM,2006,9.67488157342448,44.5,30637.443815953535,,,5.46509211,6.35300016403198,22.1,,50031.0,Latin America & Caribbean,High income,2,0
Central African Republic,CAF,2006,0.0593456358029187,0.311159173,347.607171913446,,,4.46036383,6.95900011062622,107.6,44.967,4201758.0,Sub-Saharan Africa,Low income,6,1
Central Europe and the Baltics,CEB,2006,7.25218306073392,40.7996109435207,9476.53932878519,,,6.2194351066363,10.1059573819756,7.75179517440706,74.0926027308098,105772481.0,,,7,3
Chad,TCD,2006,0.0390570658220616,0.581045764,712.184769377316,,0.035,4.86643066,1.35500001907349,92.1,48.349,10421597.0,Sub-Saharan Africa,Low income,6,1
Channel Islands,CHI,2006,2.91508151810172,13.66,30637.443815953535,,,5.46509211,7.35599994659424,22.1,79.241,155411.0,Europe & Central Asia,High income,1,0
Chile,CHL,2006,3.97151048248654,34.49775117,9484.68122668526,,1.045,6.0351678,9.02400016784668,7.7,77.934,16319792.0,Latin America & Caribbean,High income,2,0
China,CHN,2006,4.98031419657976,10.52315262,2099.22943460447,,,3.91870987,4.40000009536743,18.6,74.291,1311020000.0,East Asia & Pacific,Upper middle income,0,4
Colombia,COL,2006,1.43582414360598,15.34167454,3677.13404157319,92.2996826171875,1.474,5.77809346,11.5069999694824,17.9,72.532,43835722.0,Latin America & Caribbean,Upper middle income,2,4
Comoros,COM,2006,0.257569541445504,2.2,1113.95775719606,,,9.71064849,4.19799995422363,69.0,60.407,626425.0,Sub-Saharan Africa,Low income,6,1
"Congo, Dem. Rep.",COD,2006,0.0284705920595562,0.29605361,255.591313804132,,,4.45607982,2.90400004386902,93.9,54.401,56543011.0,Sub-Saharan Africa,Low income,6,1
"Congo, Rep.",COG,2006,0.291079842753096,2.007990079,2012.11007047306,,0.217,1.78239931,16.225250840187073,54.4,55.881,3842365.0,Sub-Saharan Africa,Lower middle income,6,2
Costa Rica,CRI,2006,1.64763318924042,25.1,5245.18737330548,,,6.96992493,5.73999977111816,9.0,78.234,4308794.0,Latin America & Caribbean,Upper middle income,2,4
Cote d'Ivoire,CIV,2006,0.374162962677749,1.524900791,951.947895564691,,,5.80885012,5.69399976730347,85.8,48.183,18699435.0,Sub-Saharan Africa,Lower middle income,6,2
Croatia,HRV,2006,5.24384626036757,37.98,11684.8150662588,,2.47,6.98403537,11.1300001144409,5.5,75.8368292682927,4311159.0,Europe & Central Asia,High income,1,0
Cuba,CUB,2006,2.42622102430076,11.15960131,4669.06091614789,,6.34,8.27164137,1.91299998760223,5.4,78.225,11296233.0,Latin America & Caribbean,Upper middle income,2,4
Curacao,CUW,2006,2.91508151810172,13.66,3738.68928376282,,,5.46509211,6.35300016403198,22.1,74.709756097561,141239.0,Latin America & Caribbean,High income,2,0
Cyprus,CYP,2006,7.44968049055532,35.83,26729.3267457419,,,5.3085,4.54300022125244,3.8,78.764,1045509.0,Europe & Central Asia,High income,1,0
Czech Republic,CZE,2006,11.9258292756892,47.93,15183.6360541375,,3.58,6.19553143,7.14799976348877,3.4,76.5243902439024,10238905.0,Europe & Central Asia,High income,1,0
Denmark,DNK,2006,10.1129141598949,68.479743898,30637.443815953535,,3.163,9.16879674,3.8970000743866,3.8,78.0951219512195,5437272.0,Europe & Central Asia,High income,1,0
Djibouti,DJI,2006,0.515825010550007,1.270041159,965.669377892257,,0.234,4.89260073,11.7840003967285,69.8,58.393,796208.0,Middle East & North Africa,Lower middle income,3,2
Dominica,DMA,2006,1.60544861383761,39.3981743,5511.46282356474,,,5.24618724,6.35300016403198,14.8,,70807.0,Latin America & Caribbean,Upper middle income,2,4
Dominican Republic,DOM,2006,2.111060875192,14.84492837,4067.33291727245,,,3.99365784,5.65500020980835,29.7,71.862,9371338.0,Latin America & Caribbean,Upper middle income,2,4
Early-demographic dividend,EAR,2006,1.93022013785169,5.76660326858817,2000.40155463293,71.2424621582031,,4.75300953444345,4.79284300661641,46.6475144776851,66.4795137928266,2734859659.0,,,7,3
East Asia & Pacific,EAS,2006,4.67112957727635,16.6695480679667,5084.37365853911,93.5426635742188,,6.02348746339774,4.32169425526174,22.5,73.515794034154,2147020812.0,,,7,3
East Asia & Pacific (IDA & IBRD countries),TEA,2006,3.97555869926586,10.2971960173711,1980.2378998631,92.8290328979492,,3.73396600824895,4.36098720187132,23.7239796356197,72.6468109886706,1886075684.0,,,7,3
East Asia & Pacific (excluding high income),EAP,2006,3.96561665196393,10.1685372046347,1959.12644788567,92.9178771972656,,3.73367743783709,4.35121098447199,23.7529018799031,72.5950769173238,1910175419.0,,,7,3
Ecuador,ECU,2006,2.06617729182358,7.2,3350.78654130881,,,5.68722197,3.54999995231628,18.7,74.322,13967480.0,Latin America & Caribbean,Upper middle income,2,4
"Egypt, Arab Rep.",EGY,2006,2.28491225993438,13.66,1375.19631599113,66.3699111938477,,4.84190073,10.4899997711182,28.4,69.618,78159048.0,Middle East & North Africa,Lower middle income,3,2
El Salvador,SLV,2006,1.13040763955553,5.5,2641.78065205553,83.5594635009766,1.5,6.68427578,6.57000017166138,20.1,70.668,6056478.0,Latin America & Caribbean,Lower middle income,2,2
Equatorial Guinea,GNQ,2006,6.00353059830829,1.279193596,12732.0275869622,,,1.45431357,8.1569995880127,91.2,54.55,792217.0,Sub-Saharan Africa,Upper middle income,6,4
Eritrea,ERI,2006,0.137963993933087,13.66,297.828058802925,,,5.30663629,6.62900018692017,45.2,59.472,4066648.0,Sub-Saharan Africa,Low income,6,1
Estonia,EST,2006,12.0099620584938,63.51,12595.4106486304,,3.33,4.91832188,5.91499996185303,5.2,72.6914634146341,1346810.0,Europe & Central Asia,High income,1,0
Eswatini,SWZ,2006,0.906511654472858,3.696538789,2937.36074331066,,,5.963561,16.225250840187073,72.6,46.846,1120514.0,Sub-Saharan Africa,Lower middle income,6,2
Ethiopia,ETH,2006,0.0698049322054751,0.310592657,193.794905642516,,0.027,4.22669565,2.29500007629395,67.2,57.333,78850689.0,Sub-Saharan Africa,Low income,6,1
Euro area,EMU,2006,8.31724478898161,54.8010347405135,30637.443815953535,98.6545028686523,,9.26002116654668,8.24744283644441,3.86059715197672,79.8561324119991,330922791.0,,,7,3
Europe & Central Asia,ECS,2006,8.00345415185714,38.0153450371087,20710.4421516176,98.304328918457,,8.36130125799058,8.06975862995474,13.0,74.6347213250956,874958741.0,,,7,3
Europe & Central Asia (IDA & IBRD countries),TEC,2006,7.64899917097949,17.7903616906933,5641.53826021339,97.6377792358398,,5.25323651238492,8.62650940651446,20.0202206376427,69.6649298368599,435768107.0,,,7,3
Europe & Central Asia (excluding high income),ECA,2006,7.60717191977042,14.9578940833021,5245.85925682082,97.4582901000977,,5.11908303551963,8.09407530376171,21.0907576523611,69.0659631338625,393315681.0,,,7,3
European Union,EUU,2006,8.17878693582042,54.5192847997557,30637.443815953535,98.8633117675781,,8.72362404100845,8.15553071179386,4.72218664969563,78.7397936771571,497844871.0,,,7,3
Faroe Islands,FRO,2006,14.0213504743402,68.479743898,30637.443815953535,,,5.46509211,6.35300016403198,22.1,79.690243902439,48383.0,Europe & Central Asia,High income,1,0
Fiji,FJI,2006,1.47138967212184,9.6000384,3749.93981348645,,,3.65788709,3.83400011062622,19.9,68.569,827411.0,East Asia & Pacific,Upper middle income,0,4
Finland,FIN,2006,12.5706384483281,68.479743898,30637.443815953535,,3.3,8.00452086,7.7189998626709,3.0,79.2146341463415,5266268.0,Europe & Central Asia,High income,1,0
Fragile and conflict affected situations,FCS,2006,0.799199812346435,1.91245021470718,925.414075506514,62.873119354248,,4.16140365192215,6.01062188390009,70.3832252226141,58.7829501518037,392932365.0,,,7,3
France,FRA,2006,5.90626638550961,46.87,30637.443815953535,,,10.32843864,8.44799995422363,3.7,80.8121951219512,63621381.0,Europe & Central Asia,High income,1,0
French Polynesia,PYF,2006,3.200048869031,25.10796425,3738.68928376282,,,5.46509211,11.91100025177,22.1,74.486,257832.0,East Asia & Pacific,High income,0,0
Gabon,GAB,2006,2.88823291649479,5.489200803,7141.54916678737,,,3.14509006,16.225250840187073,48.0,60.388,1444844.0,Sub-Saharan Africa,Upper middle income,6,4
"Gambia, The",GMB,2006,0.206588639596625,5.237691158,439.343287407705,,0.118,5.46509211,9.22700023651123,53.9,58.289,1491021.0,Sub-Saharan Africa,Low income,6,1
Georgia,GEO,2006,1.58479615353988,7.526876845,1996.05904258369,,4.65,7.83901378,13.5699996948242,20.1,72.73,3880347.0,Europe & Central Asia,Lower middle income,1,2
Germany,DEU,2006,9.91147601151208,68.479743898,30637.443815953535,,3.44,10.11344406,10.25,3.8,79.1317073170732,82376451.0,Europe & Central Asia,High income,1,0
Ghana,GHA,2006,0.423190166154723,2.723175973,922.953749658833,,,5.32884685,4.63500022888184,55.3,59.167,22113425.0,Sub-Saharan Africa,Lower middle income,6,2
Gibraltar,GIB,2006,12.9439559078524,45.29864751,3738.68928376282,,,5.46509211,6.35300016403198,22.1,,32296.0,Europe & Central Asia,High income,1,0
Greece,GRC,2006,8.82779621939824,32.25,24801.1578065035,,5.35,8.96532608,9.00800037384033,3.6,79.4390243902439,11020362.0,Europe & Central Asia,High income,1,0
Greenland,GRL,2006,11.0447916299715,59.36168727,30637.443815953535,,,5.46509211,6.35300016403198,22.1,69.5192682926829,56774.0,Europe & Central Asia,High income,1,0
Grenada,GRD,2006,2.23729650684202,21.39599117,6766.48685990245,,0.668,5.82325274,6.35300016403198,12.2,71.667,103259.0,Latin America & Caribbean,Upper middle income,2,4
Guam,GUM,2006,2.91508151810172,43.851443,26555.6452019565,,,5.46509211,7.40000009536743,22.1,76.956,158648.0,East Asia & Pacific,High income,0,0
Guatemala,GTM,2006,0.944052806417672,6.5,2256.56723965573,,,6.57006656,2.88599991798401,33.2,70.085,13397008.0,Latin America & Caribbean,Upper middle income,2,4
Guinea,GIN,2006,0.191487708051913,0.637492123,427.0657265294,,,2.96060121,3.97300004959106,79.1,53.972,9881428.0,Sub-Saharan Africa,Low income,6,1
Guinea-Bissau,GNB,2006,0.153151941466826,2.057196705,418.951269310121,,,6.43678093,4.23099994659424,86.2,53.663,1412669.0,Sub-Saharan Africa,Low income,6,1
Guyana,GUY,2006,1.72196141680707,13.66,1945.64003426759,,,3.98688287,10.6999998092651,33.0,65.642,749601.0,Latin America & Caribbean,Upper middle income,2,4
Haiti,HTI,2006,0.22447543997491,6.796000481,505.470620633981,48.6850204467773,,5.5010374,15.8120002746582,64.6,59.61,9409457.0,Latin America & Caribbean,Low income,2,1
Heavily indebted poor countries (HIPC),HPC,2006,0.192717356441065,1.55453596172428,524.523829727767,52.7390594482422,,5.68173160504262,4.5758240788041,72.1785392943544,56.1291451021547,563415107.0,,,7,3
High income,HIC,2006,11.9131083925884,59.8799671050016,30637.443815953535,,,10.4753309797307,6.23124128328477,6.1,78.8310451035273,1162770622.0,,,7,3
Honduras,HND,2006,0.929221553646628,7.8,1437.62878537462,,,8.08195339,3.57500004768372,23.7,71.724,7541406.0,Latin America & Caribbean,Lower middle income,2,2
"Hong Kong SAR, China",HKG,2006,6.13332502078138,60.8,28224.2150609389,,,5.46509211,4.76999998092651,22.1,82.3756097560976,6857100.0,East Asia & Pacific,High income,0,0
Hungary,HUN,2006,5.69818703910193,47.06,11447.8168701583,,3.5,7.8064236,7.49399995803833,6.1,73.0975609756098,10071370.0,Europe & Central Asia,High income,1,0
IBRD only,IBD,2006,3.52923999883043,10.5235223930589,2672.86603531845,84.1284332275391,,5.00448713258631,5.39478788728986,34.0358844179257,70.110813296347,4254032335.0,,,7,3
IDA & IBRD total,IBT,2006,2.84717156036503,8.86609462114142,2230.74040949972,79.4822387695313,,4.95618599404884,5.14316933282327,47.0729744324426,67.60132179699,5506091615.0,,,7,3
IDA blend,IDB,2006,0.994749565834865,5.59325643621999,1140.72482642465,70.3290100097656,,3.75408077075757,3.54726129712443,78.3363501751177,57.43214469536,412705870.0,,,7,3
IDA only,IDX,2006,0.292215378064982,1.51027178707635,524.17619290692,56.6851615905762,,4.98029927557333,4.29807567907201,66.2326847188197,59.8815935284557,839353410.0,,,7,3
IDA total,IDA,2006,0.526091632764849,2.91943819697095,732.572771966319,61.9236793518066,,4.34136311990779,4.07531839028399,70.2004258929822,59.0742548636574,1252059280.0,,,7,3
Iceland,ISL,2006,7.56861499364676,68.479743898,30637.443815953535,,3.633,8.91648864,2.82999992370605,2.4,81.1585365853659,303782.0,Europe & Central Asia,High income,1,0
India,IND,2006,1.12198150419096,2.805499865,809.18926154943,62.7544708251953,0.587,3.634778,2.73699998855591,53.7,64.966,1161977719.0,South Asia,Lower middle income,5,2
Indonesia,IDN,2006,1.50157677007933,4.764813134,1586.20503959934,91.9822692871094,0.13,2.67202176,7.55100011825562,32.2,67.386,229838202.0,East Asia & Pacific,Lower middle income,0,2
"Iran, Islamic Rep.",IRN,2006,7.15083708794927,8.76,3738.68928376282,82.3313217163086,,5.19862579,11.1999998092651,20.7,72.259,71227880.0,Middle East & North Africa,Upper middle income,3,4
Iraq,IRQ,2006,3.56599605775338,0.952344244,2351.8124285881,,,2.42247886,9.06400012969971,32.6,68.217,27697912.0,Middle East & North Africa,Upper middle income,3,4
Ireland,IRL,2006,10.0993731033222,54.82,30637.443815953535,,2.94,7.51325411,4.41499996185303,4.0,79.2414634146342,4273591.0,Europe & Central Asia,High income,1,0
Isle of Man,IMN,2006,2.91508151810172,13.66,30637.443815953535,,,5.46509211,6.35300016403198,22.1,,76914.0,Europe & Central Asia,High income,1,0
Israel,ISR,2006,8.85648836780697,27.88107446,21827.8231724236,,3.67,6.93495988,10.7069997787476,4.3,80.5536585365854,7053700.0,Middle East & North Africa,High income,3,0
Italy,ITA,2006,8.07214559567724,37.99,30637.443815953535,,3.7,8.45968681,6.77699995040894,3.7,81.2829268292683,58143979.0,Europe & Central Asia,High income,1,0
Jamaica,JAM,2006,4.16481268741312,16.4,4311.85108022066,,,4.66568687,10.3249998092651,17.1,73.739,2760279.0,Latin America & Caribbean,Upper middle income,2,4
Japan,JPN,2006,9.63204861795485,68.479743898,30637.443815953535,,2.186,7.80784261,4.09999990463257,2.7,82.3219512195122,127854000.0,East Asia & Pacific,High income,0,0
Jordan,JOR,2006,3.55933505801593,13.86710879,2537.30048980654,,2.482,8.05620609,14.0,20.0,72.76,5934232.0,Middle East & North Africa,Upper middle income,3,4
Kazakhstan,KAZ,2006,12.5836242471625,3.268369051,5291.57565018652,,3.88,3.3915585,7.78999996185303,25.9,66.1609756097561,15308084.0,Europe & Central Asia,Upper middle income,1,4
Kenya,KEN,2006,0.258407753417152,3.6,697.006638520849,,,5.8734461,9.44200038909912,47.7,57.271,37052050.0,Sub-Saharan Africa,Lower middle income,6,2
Kiribati,KIR,2006,0.739157649055803,4.5,1169.4774003717,,,11.57650685,6.35300016403198,50.5,64.961,94260.0,East Asia & Pacific,Lower middle income,0,2
"Korea, Dem. People’s Rep.",PRK,2006,3.19605781066424,0.0,3738.68928376282,,,5.46509211,3.66300010681152,26.0,68.54,24061097.0,East Asia & Pacific,Low income,0,1
"Korea, Rep.",KOR,2006,9.71660567635209,68.479743898,20888.3801505326,,1.842,5.23648826,3.5,4.4,78.6682926829268,48438292.0,East Asia & Pacific,High income,0,0
Kosovo,XKX,2006,2.91508151810172,13.66,2237.12659780918,,,5.46509211,6.35300016403198,22.1,68.9463414634146,1719536.0,Europe & Central Asia,Lower middle income,1,2
Kuwait,KWT,2006,14.808246413632371,28.79119795,30637.443815953535,93.2821197509766,1.445,2.25313879,1.29999995231628,10.0,73.584,2377258.0,Middle East & North Africa,High income,3,0
Kyrgyz Republic,KGZ,2006,1.05546412693546,12.306907,543.110702403072,,2.39,8.31183896,8.27000045776367,32.8,67.6951219512195,5218400.0,Europe & Central Asia,Lower middle income,1,2
Lao PDR,LAO,2006,0.265181500322429,1.169893428,590.30131077706,,,2.93200926,1.08700001239777,67.3,62.348,5849356.0,East Asia & Pacific,Lower middle income,0,2
Late-demographic dividend,LTE,2006,5.02034272941184,15.1364087348156,3492.39848391681,93.1428833007813,,5.02680819933574,5.29421569721475,18.1964840881196,73.3482048580514,2129583971.0,,,7,3
Latin America & Caribbean,LCN,2006,2.7697174253903,20.7559931658432,5900.66251572713,90.4076232910156,,6.73149855995789,7.26527403750498,20.6,73.2403874519773,567821716.0,,,7,3
Latin America & Caribbean (excluding high income),LAC,2006,2.49661592251867,20.1667131982007,5593.11579917845,90.1238021850586,,6.71221683963015,6.9694338206918,21.5016370276483,72.8822031414918,498847473.0,,,7,3
Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,2.74769289326631,20.895628968104,5769.84174486958,90.1641464233398,,6.7106793148575,7.34696720200217,20.835764937055,73.09968836259,551595525.0,,,7,3
Latvia,LVA,2006,3.61186003875841,53.63,9667.97570008021,,3.793,5.73710523,7.03000020980835,8.2,70.8658536585366,2218357.0,Europe & Central Asia,High income,1,0
Least developed countries: UN classification,LDC,2006,0.223563900223067,1.12042860583784,505.960464339626,54.8026809692383,,4.63376278995153,4.46809427971182,68.8887355849789,59.3139136878378,772488966.0,,,7,3
Lebanon,LBN,2006,3.56365139808003,15.0,5434.2524815957,,2.899,8.65032249,8.71100044250488,11.3,77.187,4057350.0,Middle East & North Africa,Upper middle income,3,4
Lesotho,LSO,2006,1.03723427527215,2.979708187,915.775748629971,,,5.69018583,16.225250840187073,84.3,47.266,1965662.0,Sub-Saharan Africa,Lower middle income,6,2
Liberia,LBR,2006,0.22159475662043,13.66,331.473251974769,,,7.33268114,2.2260000705719,84.6,56.136,3375838.0,Sub-Saharan Africa,Low income,6,1
Libya,LBY,2006,9.05739993726021,4.301051789,9344.98751794529,,,2.51467609,16.225250840187073,18.6,71.521,5881435.0,Middle East & North Africa,Upper middle income,3,4
Liechtenstein,LIE,2006,2.91508151810172,64.21416136,30637.443815953535,,,5.46509211,6.35300016403198,22.1,80.9487804878049,35095.0,Europe & Central Asia,High income,1,0
Lithuania,LTU,2006,4.32987187105207,43.9,9240.64254797441,,3.95,5.83789852,5.78000020980835,6.9,71.0560975609756,3269909.0,Europe & Central Asia,High income,1,0
Low & middle income,LMY,2006,2.78463455865992,8.37047654823883,2116.03543361943,79.3772888183594,,4.86228663817072,5.01704228264706,47.3997795683545,67.4753558095538,5438312606.0,,,7,3
Low income,LIC,2006,0.395533281820967,1.41287502200226,430.298659579031,53.0842094421387,,5.70245060875594,4.05508845642548,70.3,57.3825408106057,549135479.0,,,7,3
Lower middle income,LMC,2006,1.18171613997305,4.56533744812596,1037.55826166526,69.4122161865234,,3.87647447866052,4.21949903643878,54.7,64.6976067910773,2519526342.0,,,7,3
Luxembourg,LUX,2006,14.808246413632371,68.479743898,30637.443815953535,,,6.7095662,4.73099994659424,2.8,79.2878048780488,472637.0,Europe & Central Asia,High income,1,0
"Macao SAR, China",MAC,2006,3.2855225816914,46.4,29979.8544741413,93.4997482299805,,5.46509211,3.79999995231628,22.1,81.748,493320.0,East Asia & Pacific,High income,0,0
Madagascar,MDG,2006,0.089148787506618,0.607552239,292.150744287583,,0.171,5.61919175,2.51999998092651,51.7,61.65,18880268.0,Sub-Saharan Africa,Low income,6,1
Malawi,MWI,2006,0.0679920460260586,0.42513749,297.709596899192,,,6.91642115,7.0939998626709,65.8,51.163,13429262.0,Sub-Saharan Africa,Low income,6,1
Malaysia,MYS,2006,6.41469151530438,51.63798899,6222.98295481975,,,3.17184255,3.3199999332428,6.9,73.577,26143566.0,East Asia & Pacific,Upper middle income,0,4
Maldives,MDV,2006,2.31868125154641,11.03635278,4811.66746787284,98.3979034423828,,8.04819013,3.02900004386902,17.1,74.771,327371.0,South Asia,Upper middle income,5,4
